,Duration,Call Id,Match,mnth_sin,day_sin,hr_sin,mnth_cos,day_cos,hr_cos,type_Current Customer,type_Hang-ups,type_Other,type_Sales,type_Service,status_Answering Service/Call Center,status_Current Customer,status_Disconnected in Progress,status_Existing Customer Prospect,status_Hang-up,status_Left Message/Voice Mail,status_New Prospect,status_Other,status_Referral Prospect,status_Repeat Caller,Words
1010,134,1070105655,1,0.866025404,0.707106781,-0.965925826,6.12E-17,0.5,-0.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,thank you for calling fine and homes how to make you smile okay sorry indoor he's with our answering service I can take your name and your number if you want somebody to come out tonight or did you want them to give you a call in the morning $149 poor thing is your name what the telephone number I can have them reach you on okay so I have 519-473-3324 sure welcome 
1016,365,1058187943,0,0.965925826,0.707106781,0.5,-1,0.5,-1.84E-16,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,every day when I was nervous Maria speaking how can I make you smile how are you I don't have my work number for my walk ins we're going to be getting a new roof at the end of next week and I guess when the guy put the phone cuz I know one was in one of the groups the other one was inside looks so I stayed for the roof after this so what is press 3 and you are roofer want to know what when they come in and they go to cut a hole so they're not sure you know find nothing there how long ago was last year yeah I believe I believe you do that before the roof roofing company we don't do what sports analyst for the instead of reading for only a guy that work with us we're we're considering new roof for a while and now we're going to do it so but I had some of the switches aluminum switches in okay you have the aluminum wiring and some of them because it was an art still have multiple speakers that are doing that now so my way home my wife has them written down or put into our phone know which ones of them doing that since like 20 is the largest ice some more this problem when we had like four obviously the wrong ones when they switch never had that Arkham sounds and new aluminum slip there are yell it all the I know that phone number still 519-472-0119 oh wait now I'm not to look a little because it was 2 years ago I will let one of our electricians determine bath when he's on space for that you probably good let's just see here first have would be Wednesday the 11th I got to go to my calendar here Wednesday morning you can football for the morning would probably be later in the morning with that okay is that okay I will do that and I will have them I will have them give you a call first before he arrived he I do bye 
1022,97,1058485503,1,0.965925826,0.258819045,0.258819045,-1,1,0.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,starts out or whatever problem you're welcome 
1028,61,702749010,0,0.965925826,0,-0.5,-1,0.866025404,0.866025404,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,I can make 
1034,284,1063738904,0,1,0,0.5,-0.866025404,0.866025404,-1.84E-16,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,if it's Maya I'm calling from 294 Field Street and some point or are voice SoulSilver in the process of things we just need a new one I am okay it says so but next remote in the big of an option on the no problem hold one moment please hi there sorry about that okay are we done work for you before yes we're on Morning Star have real stuff so we had sign in this for possession now Lucas westman's Northwest in a condo okay so if you have some here and I get all the journey Josephine Josephine yes Ray c o r u u o g l e the hair is 5 - 869 West Street th ER es bye 39 5/4 their condo number of 5 - 69 whether Field Street weather Fairfield hher that's weather weather what the fuck both of us to get this + 6/8 082 and phone number please 1968 6 9557 their old phone number so NFI Gmail address I'll you make Philadelphia this is our c c 9557 at rogers.com Savannah that I R BC 5570 c c o r our our MCC ohh our 9557 + rogers.com they're kinda set up for you no we're retired so just give me and he's given me and I'll see if it's okay should be okay so let me just see here I do have Thursday the 7 available for 2:00 it's nice it's 2 p.m. great we'll see you okay thank you bye bye 
1040,89,702358586,1,1,0.965925826,0.866025404,-0.866025404,-0.5,-0.866025404,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,I'm over here no worries thank you have a permit ready 
1046,112,1061277247,1,1,0,0.5,-0.866025404,0.866025404,-1.84E-16,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,it's a great service Maria speaking how can I make you smile how are you I have one of my rental properties from you guys a little while ago and I paid the bill with my credit card over the phone but I'm yes to receive an invoice or a bill or anything for my tax purposes I looked at a Diana since that's not all for you cuz the way from my desk now leave a message and we will send you believe your email address as well the correct one just so okay hello you first I heard the San Fran finding Home Service I'm currently away from my desk but if you leave a message love you have to do as soon as I can you and have a great day hello Diana how are you my name is Jeff know love you guys did some work for me at one of my rental properties on Avondale Road I think it's 349 Avondale 459 Avondale or I don't know 3:49 anyways it was a month or two ago actually know it was at the end of May and I've yet to still receive an invoice you can call me back it's 500-963-9541 or you can email that invoice today e l e e t at rogers.com again it was for 349 Avondale Road thanks for your help 
1052,120,701605286,0,1,0.5,0.258819045,-0.866025404,0.866025404,0.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1770
1058,54,1059707457,0,1,0.258819045,-0.258819045,-0.866025404,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,hey Chris this is Diana Hawk we make you smile hi do you have a parts department we don't I hope you something yes I'm trying to find a pump for an air conditioner I swear Liberty Pump yeah you what's the cash well if I know the compson liberty and I have the model number so lip yeah hi Mark Spicer up there a whole Miller and they slipped her miss you so much you're welcome desk bye bye 
1064,261,699379437,0,1,0,-0.707106781,-0.866025404,0.866025404,0.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,formation for me see it for someone to come out and give you an estimate Parts okay I guess what your current water heater working okay at this point to learn how's it done work for you before okay okay better for you there 11 thank you so we're looking forward if I can get someone out there Wednesday morning or afternoon are you I can do our between 9 and 1 
